,superkingdom,phylum,class,order,family,genus,species,taxid
14028,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. ISL-66,2819186
14029,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. ISL-96,2819191
14030,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Candidatus Thiodiazotropha,Candidatus Thiodiazotropha taylori,2792791
14031,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,Piscirickettsiaceae bacterium,2030828
14032,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,Porticoccus sp.,2024853
14033,Bacteria,Pseudomonadota,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,,Acidiferrobacteraceae bacterium,2024893
14034,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
14035,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14036,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,Nitrospinaceae bacterium,2358456
14037,Bacteria,Planctomycetota,Candidatus Brocadiia,Candidatus Brocadiales,Candidatus Scalinduaceae,Candidatus Scalindua,Candidatus Scalindua sp.,2268189
14038,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14039,Bacteria,Candidatus Pacebacteria,,,,,Candidatus Pacebacteria bacterium,2053589
14040,Bacteria,Candidatus Pacebacteria,,,,,Candidatus Pacebacteria bacterium,2053589
14041,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,Nitrospina sp.,2024844
14042,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14043,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,Nitrospina sp.,2024844
14044,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,,Porticoccaceae bacterium,2026782
14045,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14046,Bacteria,Pseudomonadota,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,,Kordiimonadaceae bacterium,2664180
14047,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14048,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
14049,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,,Nitrospinaceae bacterium,2358456
14050,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
14051,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
14052,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Woeseiaceae,Woeseia,Woeseia sp.,1980636
14053,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,Rhodospirillaceae bacterium,1898112
14054,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,,Francisellaceae bacterium,1902406
14055,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
14056,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14057,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
14058,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,,Porticoccaceae bacterium,2026782
14059,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14060,Bacteria,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium,2052143
14061,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,Nitrospina sp.,2024844
14062,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,,,Nitrosomonadales bacterium,2026761
14063,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14064,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,,Porticoccaceae bacterium,2026782
14065,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14066,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14067,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14068,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14069,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,,,Methylococcales bacterium,2304002
14070,Bacteria,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium,2052143
14071,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
14072,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14073,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14074,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14075,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas sp.,1869339
14076,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Rhizobacter,Rhizobacter sp.,1909292
14077,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Aquabacterium,Aquabacterium sp.,1872578
14078,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14079,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14080,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14081,Bacteria,Candidatus Omnitrophota,,,,,Candidatus Omnitrophota bacterium,2035772
14082,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14083,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14084,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14085,Bacteria,Candidatus Omnitrophota,,,,,Candidatus Omnitrophota bacterium,2035772
14086,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
14087,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14088,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14089,Bacteria,Candidatus Bipolaricaulota,,,,,Candidatus Bipolaricaulota bacterium,2306012
14090,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
14091,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14092,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14093,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14094,Bacteria,,,,,,bacterium,1869227
14095,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14096,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14097,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14098,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14099,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14100,Bacteria,,,,,,bacterium,1869227
14101,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14102,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
14103,Bacteria,Candidatus Omnitrophota,,,,,Candidatus Omnitrophota bacterium,2035772
14104,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14105,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14106,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14107,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14108,Bacteria,Candidatus Omnitrophota,,,,,Candidatus Omnitrophota bacterium,2035772
14109,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14110,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14111,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
14112,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
14113,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
14114,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14115,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14116,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
14117,Bacteria,,,,,,bacterium,1869227
14118,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
14119,Bacteria,Candidatus Eisenbacteria,,,,,Candidatus Eisenbacteria bacterium,2212470
14120,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Candidatus Methylopumilus,Candidatus Methylopumilus sp.,2518607
14121,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,Rhodocyclaceae bacterium,1898103
14122,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,Rhodocyclaceae bacterium,1898103
14123,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14124,Bacteria,Candidatus Omnitrophota,,,,,Candidatus Omnitrophota bacterium,2035772
14125,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
14126,Bacteria,Candidatus Omnitrophota,,,,,Candidatus Omnitrophota bacterium,2035772
14127,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14128,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14129,Bacteria,,,,,,bacterium,1869227
14130,Bacteria,Candidatus Omnitrophota,,,,,Candidatus Omnitrophota bacterium,2035772
14131,Bacteria,Candidatus Omnitrophota,,,,,Candidatus Omnitrophota bacterium,2035772
14132,Bacteria,Candidatus Omnitrophota,,,,,Candidatus Omnitrophota bacterium,2035772
14133,Bacteria,Candidatus Omnitrophota,,,,,Candidatus Omnitrophota bacterium,2035772
14134,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium,1891238
14135,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,Xanthomonadaceae bacterium,1926873
14136,Bacteria,Pseudomonadota,,,,,Pseudomonadota bacterium,1977087
14137,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
14138,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
14139,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium,1891238
14140,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium,1891238
14141,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas sp.,34028
14142,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Tenebrionicola,Tenebrionicola larvae,2815733
14143,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
14144,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,Rhodocyclaceae bacterium,1898103
14145,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
14146,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
14147,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Ursidibacter,Ursidibacter maritimus,1331689
14148,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Rivulariaceae,Rivularia,Rivularia sp. (in: cyanobacteria),2047365
14149,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
14150,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Falsochrobactrum,Falsochrobactrum sp. TDYN1,2706015
14151,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Tenebrionicola,Tenebrionicola larvae,2815733
14152,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
14153,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
14154,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
14155,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderiaceae bacterium,2030806
14156,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas sp.,34028
14157,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp.,1926495
14158,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
14159,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp.,1926495
14160,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
14161,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Paucibacter,Paucibacter sp.,1904253
14162,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,Hyphomicrobiales bacterium,1909294
14163,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderiaceae bacterium,2030806
14164,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderiaceae bacterium,2030806
14165,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderiaceae bacterium,2030806
14166,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquitalea,Aquitalea sp.,1872623
14167,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,,Methylobacteriaceae bacterium,2021371
14168,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquitalea,Aquitalea sp.,1872623
14169,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,Hyphomicrobiales bacterium,1909294
14170,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
14171,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
14172,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,Hyphomicrobiales bacterium,1909294
14173,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,Hyphomicrobiales bacterium,1909294
14174,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,,Methylobacteriaceae bacterium,2021371
14175,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
14176,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,Hyphomicrobiales bacterium,1909294
14177,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
14178,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,Hyphomicrobiales bacterium,1909294
14179,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp.,1904254
14180,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Plectolyngbya,Plectolyngbya sp. WJT66-NPBG17,1601948
14181,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Pegethrix,Pegethrix bostrychoides,2839662
14182,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Symplocastrum,Symplocastrum torsivum,450513
14183,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,287848
14184,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Oculatellaceae,Drouetiella,Drouetiella hepatica,904376
14185,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Cyanomargaritaceae,Cyanomargarita,Cyanomargarita calcarea,2839659
14186,Bacteria,Spirochaetota,Spirochaetia,Leptospirales,Leptospiraceae,Leptonema,Leptonema sp. (in: bacteria),2046886
14187,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,Rhodocyclaceae bacterium,1898103
14188,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Mojavia,Mojavia pulchra,287848
14189,Bacteria,Candidatus Cloacimonadota,,,,,Candidatus Cloacimonadota bacterium,2030808
14190,Bacteria,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium,2052143
14191,Bacteria,Chloroflexota,Caldilineae,Caldilineales,Caldilineaceae,,Caldilineaceae bacterium,2614250
14192,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,Rhodocyclaceae bacterium,1898103
14193,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
14194,Bacteria,,Deltaproteobacteria,,,,Deltaproteobacteria bacterium,2026735
14195,Bacteria,Chloroflexota,Ardenticatenia,,,Candidatus Promineifilum,Candidatus Promineofilum sp.,2664178
14196,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
14197,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14198,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,,Hyphomicrobiales bacterium,1909294
14199,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus,Granulosicoccus sp.,1943584
14200,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus,Granulosicoccus sp.,1943584
14201,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus,34073
14202,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,Inquilinus limosus,171674
14203,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Asticcacaulis sp.,1872648
14204,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium,1891238
14205,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,1913989
14206,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,,Cellvibrionaceae bacterium,2026723
14207,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
14208,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
14209,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
14210,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
14211,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
14212,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
14213,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,,,Anaerolineales bacterium,2073117
14214,Bacteria,Chloroflexota,Anaerolineae,,,,Anaerolineae bacterium,2052143
14215,Bacteria,Pseudomonadota,Alphaproteobacteria,Holosporales,Candidatus Paracaedibacteraceae,,Candidatus Paracaedibacteraceae bacterium,2746922
14216,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas sp.,42353
14217,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium,1891238
14218,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,Rhodocyclaceae bacterium,1898103
14219,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,,Rhizobiaceae bacterium,1913961
14220,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp.,1904254
14221,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas sp.,42353
14222,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,Myxococcaceae bacterium,2484252
14223,Bacteria,Bdellovibrionota,Oligoflexia,,,,Oligoflexia bacterium,2599941
14224,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
14225,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderiaceae bacterium,2030806
14226,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,Burkholderiaceae bacterium,2030806
14227,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Thermomonas sp.,1971895
14228,Bacteria,Candidatus Sumerlaeota,Candidatus Sumerlaeia,Candidatus Sumerlaeales,Candidatus Sumerlaeaceae,,Candidatus Sumerlaeaceae bacterium,2315423
14229,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,Rhodocyclaceae bacterium,1898103
14230,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Zwartia,Zwartia hollandica,324606
14231,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea sp.,69393
14232,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Modicisalibacter,Modicisalibacter sp. R2A 31.J,2831898
14233,Bacteria,Planctomycetota,,,,,Planctomycetota bacterium,2026780
14234,Bacteria,Candidatus Woesebacteria,,,,,Candidatus Woesebacteria bacterium,2026804
14235,Bacteria,,,,,,Candidatus Dojkabacteria bacterium,2099670
14236,Bacteria,,,,,,Candidatus Dojkabacteria bacterium,2099670
